#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
8618,05/31/2021 07:25:44,17.58,73.07,12.71,,,
8619,05/31/2021 07:30:44,17.79,72.60,12.82,,,
8620,05/31/2021 07:35:44,17.94,73.07,13.06,,,
8621,05/31/2021 07:40:44,18.14,73.11,13.27,,,
8622,05/31/2021 07:45:44,18.37,73.53,13.57,,,
8623,05/31/2021 07:50:44,18.59,71.38,13.33,,,
8624,05/31/2021 07:55:44,18.81,71.58,13.58,,,
8625,05/31/2021 08:00:44,19.03,70.93,13.66,,,
8626,05/31/2021 08:05:44,19.35,67.41,13.18,,,
8627,05/31/2021 08:10:44,19.61,66.65,13.26,,,
8628,05/31/2021 08:15:44,19.85,65.79,13.28,,,
8629,05/31/2021 08:20:44,20.15,65.26,13.44,,,
8630,05/31/2021 08:25:44,20.45,64.85,13.63,,,
8631,05/31/2021 08:30:44,20.70,65.28,13.97,,,
8632,05/31/2021 08:35:44,20.95,63.73,13.84,,,
8633,05/31/2021 08:40:44,21.29,61.91,13.71,,,
8634,05/31/2021 08:45:44,21.50,62.15,13.97,,,
8635,05/31/2021 08:50:44,21.66,62.19,14.13,,,
8636,05/31/2021 08:55:44,21.97,61.21,14.18,,,
8637,05/31/2021 09:00:44,22.28,60.84,14.38,,,
8638,05/31/2021 09:05:44,22.58,60.54,14.59,,,
8639,05/31/2021 09:10:44,22.91,57.05,13.97,,,
8640,05/31/2021 09:15:44,23.17,56.56,14.09,,,
8641,05/31/2021 09:20:44,23.40,56.82,14.37,,,
8642,05/31/2021 09:25:44,23.65,57.03,14.65,,,
8643,05/31/2021 09:30:44,23.95,55.36,14.47,,,
8644,05/31/2021 09:35:44,24.23,56.17,14.96,,,
8645,05/31/2021 09:40:44,24.48,55.05,14.89,,,
8646,05/31/2021 09:45:44,24.82,53.77,14.83,,,
8647,05/31/2021 09:50:44,24.98,52.68,14.66,,,
8648,05/31/2021 09:55:44,25.28,51.41,14.56,,,
8649,05/31/2021 10:00:44,25.39,51.93,14.82,,,
8650,05/31/2021 10:05:44,25.59,52.42,15.15,,,
8651,05/31/2021 10:10:44,26.01,49.41,14.61,,,
8652,05/31/2021 10:15:44,26.19,48.30,14.43,,,
8653,05/31/2021 10:20:44,26.60,50.21,15.40,,,
8654,05/31/2021 10:25:44,26.72,49.05,15.16,,,
8655,05/31/2021 10:30:44,26.94,49.31,15.44,,,
8656,05/31/2021 10:35:44,27.15,48.69,15.44,,,
8657,05/31/2021 10:40:44,27.38,48.57,15.60,,,
8658,05/31/2021 10:45:44,27.64,49.40,16.10,,,
8659,05/31/2021 10:50:44,27.87,45.93,15.18,,,
8660,05/31/2021 10:55:44,27.95,45.27,15.02,,,
8661,05/31/2021 11:00:44,28.25,46.62,15.75,,,
8662,05/31/2021 11:05:44,28.58,44.15,15.21,,,
8663,05/31/2021 11:10:44,28.73,44.00,15.29,,,
8664,05/31/2021 11:15:44,29.05,44.50,15.75,,,
8665,05/31/2021 11:20:44,29.28,42.18,15.12,,,
8666,05/31/2021 11:25:44,29.64,41.29,15.12,,,
8667,05/31/2021 11:30:44,29.87,41.94,15.56,,,
8668,05/31/2021 11:35:44,30.10,42.55,16.00,,,
8669,05/31/2021 11:40:44,30.24,42.18,15.99,,,
8670,05/31/2021 11:45:44,30.34,40.08,15.28,,,
8671,05/31/2021 11:50:44,30.52,39.64,15.27,,,
8672,05/31/2021 11:55:44,30.82,38.83,15.21,,,
8673,05/31/2021 12:00:44,31.04,38.66,15.34,,,
8674,05/31/2021 12:05:44,31.22,37.07,14.84,,,
8675,05/31/2021 12:10:44,31.39,38.55,15.60,,,
8676,05/31/2021 12:15:44,31.61,37.62,15.42,,,
8677,05/31/2021 12:20:44,31.88,36.23,15.07,,,
8678,05/31/2021 12:25:44,31.94,34.09,14.17,,,
8679,05/31/2021 12:30:44,32.19,33.21,14.00,,,
8680,05/31/2021 12:35:44,32.71,34.05,14.83,,,
8681,05/31/2021 12:40:44,32.94,33.16,14.63,,,
8682,05/31/2021 12:45:44,33.18,31.99,14.27,,,
8683,05/31/2021 12:50:44,33.37,33.67,15.24,,,
8684,05/31/2021 12:55:44,33.43,31.92,14.45,,,
8685,05/31/2021 13:00:44,33.52,34.13,15.58,,,
8686,05/31/2021 13:05:44,33.67,32.75,15.06,,,
8687,05/31/2021 13:10:44,33.79,32.69,15.14,,,
8688,05/31/2021 13:15:44,33.77,31.35,14.47,,,
8689,05/31/2021 13:20:44,33.97,35.52,16.60,,,
8690,05/31/2021 13:25:44,34.08,31.50,14.81,,,
8691,05/31/2021 13:30:44,34.19,32.19,15.25,,,
8692,05/31/2021 13:35:44,34.29,33.12,15.77,,,
8693,05/31/2021 13:40:44,34.45,31.70,15.23,,,
8694,05/31/2021 13:45:44,34.64,30.68,14.89,,,
8695,05/31/2021 13:50:44,34.81,31.70,15.54,,,
8696,05/31/2021 13:55:44,34.90,31.82,15.68,,,
8697,05/31/2021 14:00:44,35.05,27.50,13.54,,,
8698,05/31/2021 14:05:44,35.36,29.31,14.79,,,
8699,05/31/2021 14:10:44,35.50,28.79,14.64,,,
8700,05/31/2021 14:15:44,35.63,27.02,13.76,,,
8701,05/31/2021 14:20:44,35.86,25.54,13.10,,,
8702,05/31/2021 14:25:44,36.36,24.08,12.61,,,
8703,05/31/2021 14:30:44,36.59,26.45,14.25,,,
8704,05/31/2021 14:35:44,36.66,23.74,12.64,,,
8705,05/31/2021 14:40:44,36.62,26.03,14.03,,,
8706,05/31/2021 14:45:44,36.48,25.42,13.55,,,
8707,05/31/2021 14:50:44,36.54,27.91,15.04,,,
8708,05/31/2021 14:55:44,36.69,25.18,13.58,,,
8709,05/31/2021 15:00:44,36.58,25.33,13.58,,,
8710,05/31/2021 15:05:44,36.75,25.28,13.69,,,
8711,05/31/2021 15:10:44,36.73,23.92,12.82,,,
8712,05/31/2021 15:15:44,36.73,26.06,14.14,,,
8713,05/31/2021 15:20:44,36.66,26.83,14.53,,,
8714,05/31/2021 15:25:44,36.61,24.86,13.32,,,
8715,05/31/2021 15:30:44,36.71,25.15,13.58,,,
8716,05/31/2021 15:35:44,36.91,24.23,13.17,,,
8717,05/31/2021 15:40:44,36.71,25.65,13.88,,,
8718,05/31/2021 15:45:44,36.49,24.60,13.06,,,
8719,05/31/2021 15:50:44,36.31,25.19,13.27,,,
8720,05/31/2021 15:55:44,36.30,24.78,13.00,,,
8721,05/31/2021 16:00:44,36.32,26.28,13.93,,,
8722,05/31/2021 16:05:44,36.27,24.35,12.71,,,
8723,05/31/2021 16:10:44,36.18,24.82,12.93,,,
8724,05/31/2021 16:15:44,36.31,23.19,12.00,,,
8725,05/31/2021 16:20:44,36.53,24.88,13.25,,,
8726,05/31/2021 16:25:44,36.29,25.29,13.31,,,
8727,05/31/2021 16:30:44,36.19,25.26,13.21,,,
8728,05/31/2021 16:35:44,36.18,23.27,11.95,,,
8729,05/31/2021 16:40:44,35.92,27.07,14.04,,,
8730,05/31/2021 16:45:44,35.71,28.28,14.54,,,
8731,05/31/2021 16:50:44,35.52,26.75,13.52,,,
8732,05/31/2021 16:55:44,35.30,30.67,15.45,,,
8733,05/31/2021 17:00:44,35.13,29.55,14.73,,,
8734,05/31/2021 17:05:44,35.00,28.23,13.91,,,
8735,05/31/2021 17:10:44,34.88,27.06,13.15,,,
8736,05/31/2021 17:15:44,34.78,28.91,14.09,,,
8737,05/31/2021 17:20:44,34.70,31.43,15.32,,,
8738,05/31/2021 17:25:44,34.53,28.59,13.70,,,
8739,05/31/2021 17:30:44,34.61,29.50,14.25,,,
8740,05/31/2021 17:35:44,34.34,31.11,14.84,,,
8741,05/31/2021 17:40:44,34.18,31.97,15.13,,,
8742,05/31/2021 17:45:44,34.05,32.72,15.38,,,
8743,05/31/2021 17:50:44,34.01,34.98,16.39,,,
8744,05/31/2021 17:55:44,33.60,38.57,17.57,,,
8745,05/31/2021 18:00:44,33.52,32.30,14.72,,,
8746,05/31/2021 18:05:44,33.29,35.42,15.96,,,
8747,05/31/2021 18:10:44,33.14,36.27,16.20,,,
8748,05/31/2021 18:15:44,32.91,39.86,17.48,,,
8749,05/31/2021 18:20:44,32.86,32.05,14.03,,,
8750,05/31/2021 18:25:44,33.45,29.06,13.03,,,
8751,05/31/2021 18:30:44,34.08,29.81,13.96,,,
8752,05/31/2021 18:35:44,34.19,26.87,12.46,,,
8753,05/31/2021 18:40:44,34.50,25.37,11.85,,,
8754,05/31/2021 18:45:44,34.80,26.27,12.63,,,
8755,05/31/2021 18:50:44,34.63,26.30,12.51,,,
8756,05/31/2021 18:55:44,34.56,26.42,12.52,,,
8757,05/31/2021 19:00:44,34.47,27.45,13.02,,,
8758,05/31/2021 19:05:44,34.35,27.14,12.75,,,
8759,05/31/2021 19:10:44,34.34,27.04,12.69,,,
8760,05/31/2021 19:15:44,34.29,26.01,12.04,,,
8761,05/31/2021 19:20:44,34.23,26.07,12.04,,,
8762,05/31/2021 19:25:44,33.93,27.94,12.84,,,
8763,05/31/2021 19:30:44,33.61,27.24,12.18,,,
8764,05/31/2021 19:35:44,33.45,27.61,12.25,,,
8765,05/31/2021 19:40:44,33.32,27.72,12.20,,,
8766,05/31/2021 19:45:44,32.99,28.78,12.48,,,
8767,05/31/2021 19:50:44,32.75,27.45,11.57,,,
8768,05/31/2021 19:55:44,32.41,29.36,12.29,,,
8769,05/31/2021 20:00:44,32.04,28.47,11.51,,,
8770,05/31/2021 20:05:44,31.94,29.18,11.80,,,
8771,05/31/2021 20:10:44,31.55,28.93,11.33,,,
8772,05/31/2021 20:15:44,31.38,30.30,11.89,,,
8773,05/31/2021 20:20:44,30.95,31.49,12.10,,,
8774,05/31/2021 20:25:44,30.48,31.43,11.66,,,
8775,05/31/2021 20:30:44,30.10,33.83,12.46,,,
8776,05/31/2021 20:35:44,29.74,34.41,12.39,,,
8777,05/31/2021 20:40:44,29.45,34.15,12.03,,,
8778,05/31/2021 20:45:44,29.15,36.57,12.81,,,
8779,05/31/2021 20:50:44,28.90,38.35,13.31,,,
8780,05/31/2021 20:55:44,28.60,40.01,13.70,,,
8781,05/31/2021 21:00:44,28.19,41.24,13.80,,,
8782,05/31/2021 21:05:44,27.84,41.30,13.51,,,
8783,05/31/2021 21:10:44,27.44,44.56,14.32,,,
8784,05/31/2021 21:15:44,27.13,45.87,14.49,,,
8785,05/31/2021 21:20:44,26.86,45.73,14.20,,,
8786,05/31/2021 21:25:44,26.54,48.35,14.77,,,
8787,05/31/2021 21:30:44,26.30,48.76,14.67,,,
8788,05/31/2021 21:35:44,26.11,48.87,14.54,,,
8789,05/31/2021 21:40:44,25.92,50.78,14.96,,,
8790,05/31/2021 21:45:44,25.66,51.45,14.92,,,
8791,05/31/2021 21:50:44,25.48,50.04,14.33,,,
8792,05/31/2021 21:55:44,25.32,52.99,15.07,,,
8793,05/31/2021 22:00:44,25.12,53.68,15.08,,,
8794,05/31/2021 22:05:44,24.91,54.48,15.12,,,
8795,05/31/2021 22:10:44,24.75,54.91,15.10,,,
8796,05/31/2021 22:15:44,24.60,55.23,15.05,,,
8797,05/31/2021 22:20:44,24.41,55.78,15.02,,,
8798,05/31/2021 22:25:44,24.29,55.04,14.70,,,
8799,05/31/2021 22:30:44,24.17,52.66,13.91,,,
8800,05/31/2021 22:35:44,24.13,51.83,13.62,,,
8801,05/31/2021 22:40:44,23.98,50.31,13.03,,,
8802,05/31/2021 22:45:44,23.81,49.98,12.77,,,
8803,05/31/2021 22:50:44,23.66,51.00,12.94,,,
8804,05/31/2021 22:55:44,23.53,50.50,12.68,,,
8805,05/31/2021 23:00:44,23.36,50.36,12.48,,,
8806,05/31/2021 23:05:44,23.20,51.03,12.53,,,
8807,05/31/2021 23:10:44,23.03,49.48,11.91,,,
8808,05/31/2021 23:15:44,22.90,49.45,11.77,,,
8809,05/31/2021 23:20:44,22.75,50.15,11.85,,,
8810,05/31/2021 23:25:44,22.63,50.46,11.83,,,
8811,05/31/2021 23:30:44,22.49,49.66,11.46,,,
8812,05/31/2021 23:35:44,22.34,50.65,11.62,,,
8813,05/31/2021 23:40:44,22.20,51.14,11.64,,,
8814,05/31/2021 23:45:44,22.09,51.56,11.67,,,
8815,05/31/2021 23:50:44,21.96,50.65,11.28,,,
8816,05/31/2021 23:55:44,21.87,51.87,11.55,,,
8817,06/01/2021 00:00:44,21.75,51.50,11.33,,,
8818,06/01/2021 00:05:44,21.65,51.36,11.20,,,
8819,06/01/2021 00:10:44,21.57,51.71,11.22,,,
8820,06/01/2021 00:15:44,21.45,51.71,11.12,,,
8821,06/01/2021 00:20:44,21.40,51.61,11.05,,,
8822,06/01/2021 00:25:44,21.32,52.24,11.15,,,
8823,06/01/2021 00:30:44,21.22,53.99,11.56,,,
8824,06/01/2021 00:35:44,21.10,52.62,11.06,,,
8825,06/01/2021 00:40:44,21.04,52.61,11.00,,,
8826,06/01/2021 00:45:44,20.96,52.84,11.00,,,
8827,06/01/2021 00:50:44,20.87,53.20,11.01,,,
8828,06/01/2021 00:55:44,20.77,53.63,11.04,,,
8829,06/01/2021 01:00:44,20.69,53.82,11.01,,,
8830,06/01/2021 01:05:44,20.58,53.77,10.90,,,
8831,06/01/2021 01:10:44,20.51,55.00,11.18,,,
8832,06/01/2021 01:15:44,20.41,55.57,11.24,,,
8833,06/01/2021 01:20:44,20.34,54.91,11.00,,,
8834,06/01/2021 01:25:44,20.13,58.16,11.67,,,
8835,06/01/2021 01:30:44,19.85,57.73,11.29,,,
8836,06/01/2021 01:35:44,19.67,59.08,11.47,,,
8837,06/01/2021 01:40:44,19.35,60.40,11.50,,,
8838,06/01/2021 01:45:44,19.29,60.75,11.54,,,
8839,06/01/2021 01:50:44,19.16,61.39,11.58,,,
8840,06/01/2021 01:55:44,19.07,61.37,11.48,,,
8841,06/01/2021 02:00:44,18.89,62.48,11.59,,,
8842,06/01/2021 02:05:44,18.77,62.64,11.51,,,
8843,06/01/2021 02:10:44,18.57,63.72,11.58,,,
8844,06/01/2021 02:15:44,18.51,64.85,11.79,,,
8845,06/01/2021 02:20:44,18.18,65.21,11.56,,,
8846,06/01/2021 02:25:44,18.13,65.74,11.64,,,
8847,06/01/2021 02:30:44,18.12,65.98,11.68,,,
8848,06/01/2021 02:35:44,18.11,66.74,11.85,,,
8849,06/01/2021 02:40:44,18.20,66.91,11.97,,,
8850,06/01/2021 02:45:44,18.06,67.77,12.03,,,
8851,06/01/2021 02:50:44,17.79,68.79,12.00,,,
8852,06/01/2021 02:55:44,17.82,69.53,12.19,,,
8853,06/01/2021 03:00:44,17.78,69.02,12.04,,,
8854,06/01/2021 03:05:44,17.64,69.71,12.06,,,
8855,06/01/2021 03:10:44,17.63,69.99,12.11,,,
8856,06/01/2021 03:15:44,17.70,70.80,12.35,,,
8857,06/01/2021 03:20:44,17.58,70.25,12.11,,,
8858,06/01/2021 03:25:44,17.52,70.79,12.18,,,
8859,06/01/2021 03:30:44,17.51,70.40,12.08,,,
8860,06/01/2021 03:35:44,17.47,70.51,12.07,,,
8861,06/01/2021 03:40:44,17.36,71.88,12.26,,,
8862,06/01/2021 03:45:44,17.22,71.87,12.12,,,
8863,06/01/2021 03:50:44,17.20,72.13,12.15,,,
8864,06/01/2021 03:55:44,17.05,71.95,11.97,,,
8865,06/01/2021 04:00:44,16.99,72.34,11.99,,,
8866,06/01/2021 04:05:44,16.84,72.78,11.94,,,
8867,06/01/2021 04:10:44,16.72,73.03,11.88,,,
8868,06/01/2021 04:15:44,16.69,72.70,11.78,,,
8869,06/01/2021 04:20:44,16.59,72.50,11.64,,,
8870,06/01/2021 04:25:44,16.57,71.14,11.34,,,
8871,06/01/2021 04:30:44,16.60,71.12,11.36,,,
8872,06/01/2021 04:35:44,16.59,71.92,11.52,,,
8873,06/01/2021 04:40:44,16.50,72.25,11.51,,,
8874,06/01/2021 04:45:44,16.56,71.92,11.49,,,
8875,06/01/2021 04:50:44,16.48,71.71,11.37,,,
8876,06/01/2021 04:55:44,16.44,72.61,11.52,,,
8877,06/01/2021 05:00:44,16.41,72.95,11.56,,,
8878,06/01/2021 05:05:44,16.40,72.56,11.47,,,
8879,06/01/2021 05:10:44,16.44,72.41,11.48,,,
8880,06/01/2021 05:15:44,16.40,71.48,11.24,,,
8881,06/01/2021 05:20:44,16.26,73.51,11.53,,,
8882,06/01/2021 05:25:44,16.25,72.76,11.37,,,
8883,06/01/2021 05:30:44,16.17,72.92,11.33,,,
8884,06/01/2021 05:35:44,15.99,73.55,11.28,,,
8885,06/01/2021 05:40:44,15.80,73.99,11.19,,,
8886,06/01/2021 05:45:44,15.91,73.68,11.24,,,
8887,06/01/2021 05:50:44,15.76,73.93,11.14,,,
8888,06/01/2021 05:55:44,15.78,74.18,11.21,,,
8889,06/01/2021 06:00:44,15.69,74.60,11.21,,,
8890,06/01/2021 06:05:44,15.74,74.87,11.31,,,
8891,06/01/2021 06:10:44,15.66,75.63,11.38,,,
8892,06/01/2021 06:15:44,15.69,75.92,11.47,,,
8893,06/01/2021 06:20:44,15.72,76.15,11.55,,,
8894,06/01/2021 06:25:44,15.77,76.10,11.59,,,
8895,06/01/2021 06:30:44,15.88,75.84,11.64,,,
8896,06/01/2021 06:35:44,15.89,76.24,11.73,,,
8897,06/01/2021 06:40:44,16.01,76.82,11.96,,,
8898,06/01/2021 06:45:44,16.14,77.42,12.20,,,
8899,06/01/2021 06:50:44,16.28,77.15,12.29,,,
8900,06/01/2021 06:55:44,16.50,76.97,12.47,,,
8901,06/01/2021 07:00:44,16.73,78.10,12.91,,,
8902,06/01/2021 07:05:44,16.87,76.71,12.77,,,
8903,06/01/2021 07:10:44,17.09,76.94,13.03,,,
8904,06/01/2021 07:15:44,17.30,77.69,13.38,,,
8905,06/01/2021 07:20:44,17.53,74.59,12.99,,,
8906,06/01/2021 07:25:44,17.70,74.26,13.08,,,
8907,06/01/2021 07:30:44,17.92,75.04,13.45,,,
8908,06/01/2021 07:35:44,18.19,74.77,13.65,,,
8909,06/01/2021 07:40:44,18.42,72.74,13.46,,,
8910,06/01/2021 07:45:44,18.64,70.56,13.20,,,
8911,06/01/2021 07:50:44,18.91,71.85,13.73,,,
8912,06/01/2021 07:55:44,19.14,72.29,14.06,,,
8913,06/01/2021 08:00:44,19.39,72.05,14.24,,,
8914,06/01/2021 08:05:44,19.65,71.03,14.27,,,
8915,06/01/2021 08:10:44,20.00,68.34,14.01,,,
8916,06/01/2021 08:15:44,20.25,68.37,14.25,,,
8917,06/01/2021 08:20:44,20.60,66.04,14.06,,,
8918,06/01/2021 08:25:44,20.88,64.84,14.04,,,
8919,06/01/2021 08:30:44,21.23,64.41,14.27,,,
8920,06/01/2021 08:35:44,21.52,64.48,14.56,,,
8921,06/01/2021 08:40:44,21.88,62.98,14.53,,,
8922,06/01/2021 08:45:44,22.22,61.57,14.50,,,
8923,06/01/2021 08:50:44,22.43,60.83,14.52,,,
8924,06/01/2021 08:55:44,22.68,57.68,13.93,,,
8925,06/01/2021 09:00:44,22.96,59.04,14.55,,,
8926,06/01/2021 09:05:44,23.21,59.83,14.99,,,
8927,06/01/2021 09:10:44,23.45,56.39,14.30,,,
8928,06/01/2021 09:15:44,23.67,56.22,14.45,,,
8929,06/01/2021 09:20:44,23.83,55.83,14.50,,,
8930,06/01/2021 09:25:44,24.02,55.05,14.46,,,
8931,06/01/2021 09:30:44,24.27,55.14,14.71,,,
8932,06/01/2021 09:35:44,24.48,55.74,15.08,,,
8933,06/01/2021 09:40:44,24.64,54.11,14.77,,,
8934,06/01/2021 09:45:44,24.85,54.03,14.93,,,
8935,06/01/2021 09:50:44,25.08,53.84,15.10,,,
8936,06/01/2021 09:55:44,25.32,53.66,15.26,,,
8937,06/01/2021 10:00:44,25.51,52.52,15.11,,,
8938,06/01/2021 10:05:44,25.67,53.13,15.44,,,
8939,06/01/2021 10:10:44,25.97,53.23,15.74,,,
8940,06/01/2021 10:15:44,26.26,52.65,15.84,,,
8941,06/01/2021 10:20:44,26.45,52.72,16.03,,,
8942,06/01/2021 10:25:44,26.66,51.46,15.85,,,
8943,06/01/2021 10:30:44,26.83,51.07,15.89,,,
8944,06/01/2021 10:35:44,27.05,50.36,15.86,,,
8945,06/01/2021 10:40:44,27.29,50.31,16.08,,,
8946,06/01/2021 10:45:44,27.55,49.43,16.03,,,
8947,06/01/2021 10:50:44,27.80,48.21,15.87,,,
8948,06/01/2021 10:55:44,27.97,47.32,15.73,,,
8949,06/01/2021 11:00:44,28.23,48.50,16.36,,,
8950,06/01/2021 11:05:44,28.44,47.06,16.08,,,
8951,06/01/2021 11:10:44,28.63,46.50,16.07,,,
8952,06/01/2021 11:15:44,28.82,46.52,16.24,,,
8953,06/01/2021 11:20:44,28.98,45.91,16.18,,,
8954,06/01/2021 11:25:44,29.19,47.37,16.87,,,
8955,06/01/2021 11:30:44,29.45,46.21,16.71,,,
8956,06/01/2021 11:35:44,29.71,44.56,16.37,,,
8957,06/01/2021 11:40:44,29.89,45.99,17.03,,,
8958,06/01/2021 11:45:44,30.05,42.95,16.10,,,
8959,06/01/2021 11:50:44,30.17,45.70,17.19,,,
8960,06/01/2021 11:55:44,30.53,45.31,17.38,,,
8961,06/01/2021 12:00:44,30.79,43.13,16.83,,,
8962,06/01/2021 12:05:44,30.95,42.93,16.90,,,
8963,06/01/2021 12:10:44,31.10,43.73,17.33,,,
8964,06/01/2021 12:15:44,31.22,42.03,16.81,,,
8965,06/01/2021 12:20:44,31.41,41.41,16.75,,,
8966,06/01/2021 12:25:44,31.53,41.63,16.94,,,
8967,06/01/2021 12:30:44,31.78,42.23,17.38,,,
8968,06/01/2021 12:35:44,31.98,41.44,17.27,,,
8969,06/01/2021 12:40:44,32.09,40.92,17.16,,,
8970,06/01/2021 12:45:44,32.13,40.08,16.87,,,
8971,06/01/2021 12:50:44,32.17,39.83,16.81,,,
8972,06/01/2021 12:55:44,32.45,38.88,16.68,,,
8973,06/01/2021 13:00:44,32.61,38.52,16.68,,,
8974,06/01/2021 13:05:44,32.69,37.81,16.45,,,
8975,06/01/2021 13:10:44,32.86,39.53,17.31,,,
8976,06/01/2021 13:15:44,32.92,37.58,16.56,,,
8977,06/01/2021 13:20:44,33.09,38.44,17.07,,,
8978,06/01/2021 13:25:44,33.18,37.45,16.74,,,
8979,06/01/2021 13:30:44,33.30,36.26,16.33,,,
8980,06/01/2021 13:35:44,33.41,36.78,16.65,,,
8981,06/01/2021 13:40:44,33.59,35.12,16.08,,,
8982,06/01/2021 13:45:44,33.64,35.67,16.38,,,
8983,06/01/2021 13:50:44,33.67,35.19,16.19,,,
8984,06/01/2021 13:55:44,33.73,35.17,16.23,,,
8985,06/01/2021 14:00:44,33.89,33.51,15.61,,,
8986,06/01/2021 14:05:44,33.90,32.04,14.92,,,
8987,06/01/2021 14:10:44,33.99,32.55,15.24,,,
8988,06/01/2021 14:15:44,34.08,31.57,14.85,,,
8989,06/01/2021 14:20:44,34.20,31.05,14.69,,,
8990,06/01/2021 14:25:44,34.48,31.31,15.06,,,
8991,06/01/2021 14:30:44,34.64,32.16,15.62,,,
8992,06/01/2021 14:35:44,34.49,32.55,15.68,,,
8993,06/01/2021 14:40:44,34.49,32.44,15.62,,,
8994,06/01/2021 14:45:44,34.54,33.08,15.98,,,
8995,06/01/2021 14:50:44,34.63,34.18,16.57,,,
8996,06/01/2021 14:55:44,34.68,33.35,16.23,,,
8997,06/01/2021 15:00:44,34.63,31.76,15.41,,,
8998,06/01/2021 15:05:44,34.81,32.49,15.93,,,
8999,06/01/2021 15:10:44,34.88,34.72,17.03,,,
9000,06/01/2021 15:15:44,34.95,34.19,16.85,,,
9001,06/01/2021 15:20:44,34.94,33.62,16.58,,,
9002,06/01/2021 15:25:44,34.96,33.68,16.63,,,
9003,06/01/2021 15:30:44,34.88,31.70,15.60,,,
9004,06/01/2021 15:35:44,35.12,34.45,17.12,,,
9005,06/01/2021 15:40:44,35.24,35.68,17.78,,,
9006,06/01/2021 15:45:44,35.24,35.83,17.85,,,
9007,06/01/2021 15:50:44,35.14,36.38,18.01,,,
9008,06/01/2021 15:55:44,35.03,35.28,17.41,,,
9009,06/01/2021 16:00:44,35.01,35.16,17.35,,,
9010,06/01/2021 16:05:44,35.05,36.18,17.84,,,
9011,06/01/2021 16:10:44,34.96,37.21,18.20,,,
9012,06/01/2021 16:15:44,34.94,37.54,18.33,,,
9013,06/01/2021 16:20:44,34.81,37.51,18.20,,,
9014,06/01/2021 16:25:44,34.54,38.94,18.56,,,
9015,06/01/2021 16:30:44,34.33,40.62,19.05,,,
9016,06/01/2021 16:35:44,34.14,39.88,18.58,,,
9017,06/01/2021 16:40:44,34.09,40.45,18.77,,,
9018,06/01/2021 16:45:44,34.19,40.65,18.93,,,
9019,06/01/2021 16:50:44,34.17,41.38,19.20,,,
9020,06/01/2021 16:55:44,34.15,41.60,19.27,,,
9021,06/01/2021 17:00:44,34.21,36.67,17.31,,,
9022,06/01/2021 17:05:44,34.53,28.86,13.85,,,
9023,06/01/2021 17:10:44,34.95,24.89,11.94,,,
9024,06/01/2021 17:15:44,35.40,24.13,11.84,,,
9025,06/01/2021 17:20:44,35.58,24.06,11.95,,,
9026,06/01/2021 17:25:44,35.69,25.57,12.97,,,
9027,06/01/2021 17:30:44,35.84,22.89,11.41,,,
9028,06/01/2021 17:35:44,36.02,22.57,11.35,,,
9029,06/01/2021 17:40:44,35.98,24.09,12.30,,,
9030,06/01/2021 17:45:44,35.90,22.23,11.03,,,
9031,06/01/2021 17:50:44,35.90,22.40,11.14,,,
9032,06/01/2021 17:55:44,35.87,21.84,10.73,,,
9033,06/01/2021 18:00:44,35.74,22.11,10.81,,,
9034,06/01/2021 18:05:44,35.59,22.91,11.22,,,
9035,06/01/2021 18:10:44,35.34,23.52,11.40,,,
9036,06/01/2021 18:15:44,35.15,23.95,11.52,,,
9037,06/01/2021 18:20:44,35.03,24.72,11.90,,,
9038,06/01/2021 18:25:44,34.82,24.32,11.48,,,
9039,06/01/2021 18:30:44,34.65,26.03,12.36,,,
9040,06/01/2021 18:35:44,34.34,24.81,11.38,,,
9041,06/01/2021 18:40:44,34.21,24.01,10.77,,,
9042,06/01/2021 18:45:44,34.22,24.78,11.26,,,
9043,06/01/2021 18:50:44,34.10,24.43,10.94,,,
9044,06/01/2021 18:55:44,33.78,24.01,10.42,,,
9045,06/01/2021 19:00:44,33.59,24.58,10.60,,,
9046,06/01/2021 19:05:44,33.37,25.44,10.94,,,
9047,06/01/2021 19:10:44,33.12,25.54,10.78,,,
9048,06/01/2021 19:15:44,32.76,26.94,11.29,,,
9049,06/01/2021 19:20:44,32.50,27.45,11.35,,,
9050,06/01/2021 19:25:44,32.19,28.58,11.70,,,
9051,06/01/2021 19:30:44,31.66,32.57,13.23,,,
9052,06/01/2021 19:35:44,31.16,31.33,12.21,,,
9053,06/01/2021 19:40:44,30.77,31.80,12.09,,,
9054,06/01/2021 19:45:44,30.40,32.31,12.02,,,
9055,06/01/2021 19:50:44,29.95,32.88,11.89,,,
9056,06/01/2021 19:55:44,29.52,36.80,13.24,,,
9057,06/01/2021 20:00:44,29.09,41.38,14.66,,,
9058,06/01/2021 20:05:44,28.63,40.27,13.83,,,
9059,06/01/2021 20:10:44,28.25,39.40,13.15,,,
9060,06/01/2021 20:15:44,27.86,40.30,13.15,,,
9061,06/01/2021 20:20:44,27.58,42.02,13.54,,,
9062,06/01/2021 20:25:44,27.47,43.36,13.93,,,
9063,06/01/2021 20:30:44,27.71,35.28,11.00,,,
9064,06/01/2021 20:35:44,28.21,33.74,10.77,,,
9065,06/01/2021 20:40:44,28.63,34.35,11.40,,,
9066,06/01/2021 20:45:44,28.87,34.48,11.67,,,
