#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),End of File
16339,05/25/2022 03:43:29,20.77,43.23,7.83,
16340,05/25/2022 03:48:29,20.83,43.27,7.90,
16341,05/25/2022 03:53:29,20.69,43.53,7.86,
16342,05/25/2022 03:58:29,20.51,44.18,7.92,
16343,05/25/2022 04:03:29,20.21,44.65,7.80,
16344,05/25/2022 04:08:29,19.87,45.67,7.82,
16345,05/25/2022 04:13:29,19.54,46.69,7.85,
16346,05/25/2022 04:18:29,19.43,47.02,7.85,
16347,05/25/2022 04:23:29,19.16,47.55,7.77,
16348,05/25/2022 04:28:29,18.67,48.81,7.70,
16349,05/25/2022 04:33:29,18.19,50.09,7.64,
16350,05/25/2022 04:38:29,17.51,51.43,7.40,
16351,05/25/2022 04:43:29,17.23,52.67,7.49,
16352,05/25/2022 04:48:29,17.43,52.85,7.72,
16353,05/25/2022 04:53:29,17.46,52.62,7.69,
16354,05/25/2022 04:58:29,17.50,53.38,7.94,
16355,05/25/2022 05:03:29,17.89,52.66,8.09,
16356,05/25/2022 05:08:29,17.76,52.30,7.87,
16357,05/25/2022 05:13:29,17.17,54.48,7.93,
16358,05/25/2022 05:18:29,16.48,57.26,8.02,
16359,05/25/2022 05:23:29,15.90,58.81,7.87,
16360,05/25/2022 05:28:29,15.51,61.05,8.04,
16361,05/25/2022 05:33:29,15.31,61.92,8.07,
16362,05/25/2022 05:38:29,15.06,62.53,7.97,
16363,05/25/2022 05:43:29,15.00,63.25,8.09,
16364,05/25/2022 05:48:29,14.80,63.38,7.93,
16365,05/25/2022 05:53:29,14.33,64.20,7.67,
16366,05/25/2022 05:58:29,13.94,65.50,7.59,
16367,05/25/2022 06:03:29,13.66,65.90,7.42,
16368,05/25/2022 06:08:29,13.46,68.16,7.72,
16369,05/25/2022 06:13:29,13.45,69.00,7.89,
16370,05/25/2022 06:18:29,13.65,69.47,8.18,
16371,05/25/2022 06:23:29,14.00,69.26,8.48,
16372,05/25/2022 06:28:29,14.41,70.71,9.17,
16373,05/25/2022 06:33:29,14.96,71.12,9.79,
16374,05/25/2022 06:38:29,15.43,71.28,10.27,
16375,05/25/2022 06:43:29,16.01,71.89,10.96,
16376,05/25/2022 06:48:29,16.78,68.97,11.07,
16377,05/25/2022 06:53:29,17.73,67.18,11.58,
16378,05/25/2022 06:58:29,18.54,65.49,11.97,
16379,05/25/2022 07:03:29,19.15,64.77,12.38,
16380,05/25/2022 07:08:29,19.75,63.42,12.63,
16381,05/25/2022 07:13:29,20.59,56.78,11.73,
16382,05/25/2022 07:18:29,21.50,52.50,11.40,
16383,05/25/2022 07:23:29,22.26,50.81,11.60,
16384,05/25/2022 07:28:29,23.13,46.06,10.91,
16385,05/25/2022 07:33:29,23.81,43.77,10.76,
16386,05/25/2022 07:38:29,24.44,41.74,10.62,
16387,05/25/2022 07:43:29,25.05,40.28,10.63,
16388,05/25/2022 07:48:29,25.56,40.25,11.07,
16389,05/25/2022 07:53:29,26.11,38.97,11.08,
16390,05/25/2022 07:58:29,26.63,37.99,11.16,
16391,05/25/2022 08:03:29,27.06,37.73,11.43,
16392,05/25/2022 08:08:29,27.47,36.23,11.19,
16393,05/25/2022 08:13:29,27.66,35.71,11.13,
16394,05/25/2022 08:18:29,27.98,35.87,11.48,
16395,05/25/2022 08:23:29,28.27,35.63,11.63,
16396,05/25/2022 08:28:29,28.48,34.45,11.32,
16397,05/25/2022 08:33:29,28.63,34.06,11.27,
16398,05/25/2022 08:38:29,29.05,33.44,11.36,
16399,05/25/2022 08:43:29,29.34,32.92,11.38,
16400,05/25/2022 08:48:29,29.78,32.11,11.38,
16401,05/25/2022 08:53:29,30.02,31.83,11.46,
16402,05/25/2022 08:58:29,30.47,31.92,11.89,
16403,05/25/2022 09:03:29,30.87,31.46,12.02,
16404,05/25/2022 09:08:29,31.21,28.92,11.04,
16405,05/25/2022 09:13:29,31.31,29.15,11.25,
16406,05/25/2022 09:18:29,31.35,28.34,10.85,
16407,05/25/2022 09:23:29,31.14,29.25,11.15,
16408,05/25/2022 09:28:29,31.41,29.14,11.32,
16409,05/25/2022 09:33:29,31.96,29.21,11.83,
16410,05/25/2022 09:38:29,31.99,27.88,11.15,
16411,05/25/2022 09:43:29,32.00,28.50,11.49,
16412,05/25/2022 09:48:29,32.25,28.42,11.66,
16413,05/25/2022 09:53:29,32.86,30.10,13.06,
16414,05/25/2022 09:58:29,33.44,29.41,13.20,
16415,05/25/2022 10:03:29,33.62,25.77,11.34,
16416,05/25/2022 10:08:29,33.78,26.50,11.90,
16417,05/25/2022 10:13:29,33.75,26.05,11.62,
16418,05/25/2022 10:18:29,33.77,26.83,12.09,
16419,05/25/2022 10:23:29,34.05,26.90,12.36,
16420,05/25/2022 10:28:29,34.32,26.74,12.50,
16421,05/25/2022 10:33:29,34.57,26.22,12.41,
16422,05/25/2022 10:38:29,35.09,26.43,12.97,
16423,05/25/2022 10:43:29,35.20,25.97,12.79,
16424,05/25/2022 10:48:29,35.25,27.00,13.43,
16425,05/25/2022 10:53:29,35.68,25.87,13.14,
16426,05/25/2022 10:58:29,35.79,25.80,13.19,
16427,05/25/2022 11:03:29,35.92,26.46,13.69,
16428,05/25/2022 11:08:29,36.17,25.95,13.60,
16429,05/25/2022 11:13:29,36.44,25.00,13.26,
16430,05/25/2022 11:18:29,36.73,25.11,13.57,
16431,05/25/2022 11:23:29,36.71,25.49,13.78,
16432,05/25/2022 11:28:29,37.10,25.19,13.92,
16433,05/25/2022 11:33:29,37.33,24.87,13.92,
16434,05/25/2022 11:38:29,37.29,25.00,13.97,
16435,05/25/2022 11:43:29,37.50,25.37,14.38,
16436,05/25/2022 11:48:29,37.82,23.91,13.73,
16437,05/25/2022 11:53:29,37.96,22.86,13.16,
16438,05/25/2022 11:58:29,37.73,25.30,14.52,
16439,05/25/2022 12:03:29,38.14,23.59,13.78,
16440,05/25/2022 12:08:29,38.25,23.36,13.73,
16441,05/25/2022 12:13:29,38.28,23.56,13.87,
16442,05/25/2022 12:18:29,38.68,22.85,13.74,
16443,05/25/2022 12:23:29,38.83,23.37,14.21,
16444,05/25/2022 12:28:29,38.56,22.95,13.71,
16445,05/25/2022 12:33:29,38.45,24.29,14.49,
16446,05/25/2022 12:38:29,38.79,23.45,14.23,
16447,05/25/2022 12:43:29,39.11,23.49,14.52,
16448,05/25/2022 12:48:29,39.13,22.71,14.02,
16449,05/25/2022 12:53:29,39.30,24.09,15.08,
16450,05/25/2022 12:58:29,39.67,22.93,14.61,
16451,05/25/2022 13:03:29,39.87,23.17,14.94,
16452,05/25/2022 13:08:29,40.32,22.99,15.19,
16453,05/25/2022 13:13:29,40.73,21.56,14.53,
16454,05/25/2022 13:18:29,41.10,21.54,14.82,
16455,05/25/2022 13:23:29,41.03,21.19,14.51,
16456,05/25/2022 13:28:29,41.09,20.00,13.67,
16457,05/25/2022 13:33:29,41.04,21.03,14.41,
16458,05/25/2022 13:38:29,41.21,20.15,13.88,
16459,05/25/2022 13:43:29,41.50,20.18,14.14,
16460,05/25/2022 13:48:29,41.64,19.94,14.07,
16461,05/25/2022 13:53:29,41.89,19.44,13.88,
16462,05/25/2022 13:58:29,41.71,19.45,13.74,
16463,05/25/2022 14:03:29,41.58,18.71,13.04,
16464,05/25/2022 14:08:29,41.63,18.64,13.02,
16465,05/25/2022 14:13:29,41.81,19.08,13.53,
16466,05/25/2022 14:18:29,42.20,16.82,11.92,
16467,05/25/2022 14:23:29,42.64,17.30,12.69,
16468,05/25/2022 14:28:29,43.22,17.08,12.96,
16469,05/25/2022 14:33:29,43.58,15.57,11.84,
16470,05/25/2022 14:38:29,43.81,16.57,12.96,
16471,05/25/2022 14:43:29,43.94,17.14,13.58,
16472,05/25/2022 14:48:29,44.65,17.52,14.49,
16473,05/25/2022 14:53:29,45.07,16.77,14.15,
16474,05/25/2022 14:58:29,45.33,16.02,13.65,
16475,05/25/2022 15:03:29,45.33,17.23,14.78,
16476,05/25/2022 15:08:29,45.40,16.80,14.44,
16477,05/25/2022 15:13:29,45.25,17.52,14.97,
16478,05/25/2022 15:18:29,45.49,16.49,14.23,
16479,05/25/2022 15:23:29,45.56,15.87,13.69,
16480,05/25/2022 15:28:29,45.61,17.09,14.88,
16481,05/25/2022 15:33:29,45.50,15.87,13.65,
16482,05/25/2022 15:38:29,45.76,16.45,14.40,
16483,05/25/2022 15:43:29,46.44,15.38,13.90,
16484,05/25/2022 15:48:29,46.90,15.61,14.49,
16485,05/25/2022 15:53:29,46.76,15.39,14.16,
16486,05/25/2022 15:58:29,46.78,16.02,14.80,
16487,05/25/2022 16:03:29,47.52,16.07,15.43,
16488,05/25/2022 16:08:29,47.42,15.61,14.90,
16489,05/25/2022 16:13:29,47.45,15.61,14.92,
16490,05/25/2022 16:18:29,47.84,15.63,15.25,
16491,05/25/2022 16:23:29,46.77,15.45,14.23,
16492,05/25/2022 16:28:29,47.40,16.15,15.41,
16493,05/25/2022 16:33:29,47.45,15.32,14.62,
16494,05/25/2022 16:38:29,46.39,16.00,14.48,
16495,05/25/2022 16:43:29,46.52,16.50,15.05,
16496,05/25/2022 16:48:29,46.77,16.46,15.21,
16497,05/25/2022 16:53:29,45.75,17.23,15.12,
16498,05/25/2022 16:58:29,45.24,17.41,14.87,
16499,05/25/2022 17:03:29,45.18,17.47,14.87,
16500,05/25/2022 17:08:29,45.59,18.28,15.91,
16501,05/25/2022 17:13:29,45.66,18.87,16.47,
16502,05/25/2022 17:18:29,45.55,19.15,16.61,
16503,05/25/2022 17:23:29,44.77,19.73,16.45,
16504,05/25/2022 17:28:29,43.86,20.33,16.18,
16505,05/25/2022 17:33:29,44.45,20.04,16.44,
16506,05/25/2022 17:38:29,44.32,19.63,16.00,
16507,05/25/2022 17:43:29,44.57,19.89,16.41,
16508,05/25/2022 17:48:29,44.03,19.53,15.69,
16509,05/25/2022 17:53:29,43.79,20.02,15.88,
16510,05/25/2022 17:58:29,44.44,19.51,16.00,
16511,05/25/2022 18:03:29,44.02,19.95,16.02,
16512,05/25/2022 18:08:29,43.04,20.41,15.57,
16513,05/25/2022 18:13:29,43.46,20.27,15.80,
16514,05/25/2022 18:18:29,43.43,20.06,15.62,
16515,05/25/2022 18:23:29,43.36,19.74,15.31,
16516,05/25/2022 18:28:29,42.66,19.88,14.85,
16517,05/25/2022 18:33:29,41.49,21.20,14.90,
16518,05/25/2022 18:38:29,41.71,20.81,14.78,
16519,05/25/2022 18:43:29,41.18,22.04,15.25,
16520,05/25/2022 18:48:29,40.67,21.93,14.75,
16521,05/25/2022 18:53:29,39.33,23.36,14.62,
16522,05/25/2022 18:58:29,38.06,25.17,14.72,
16523,05/25/2022 19:03:29,37.26,25.98,14.53,
16524,05/25/2022 19:08:29,36.90,26.83,14.74,
16525,05/25/2022 19:13:29,36.74,26.74,14.55,
16526,05/25/2022 19:18:29,36.38,27.01,14.39,
16527,05/25/2022 19:23:29,36.10,27.54,14.46,
16528,05/25/2022 19:28:29,35.92,27.48,14.27,
16529,05/25/2022 19:33:29,35.67,28.05,14.38,
16530,05/25/2022 19:38:29,35.39,27.48,13.82,
16531,05/25/2022 19:43:29,35.00,27.45,13.48,
16532,05/25/2022 19:48:29,34.47,27.94,13.29,
16533,05/25/2022 19:53:29,33.90,28.41,13.07,
16534,05/25/2022 19:58:29,33.26,28.44,12.53,
16535,05/25/2022 20:03:29,32.46,28.76,12.03,
16536,05/25/2022 20:08:29,31.39,29.93,11.71,
16537,05/25/2022 20:13:29,29.93,32.64,11.76,
16538,05/25/2022 20:18:29,29.22,34.13,11.82,
16539,05/25/2022 20:23:29,28.39,35.56,11.71,
16540,05/25/2022 20:28:29,27.70,37.25,11.81,
16541,05/25/2022 20:33:29,27.21,38.16,11.74,
16542,05/25/2022 20:38:29,26.23,42.39,12.46,
16543,05/25/2022 20:43:29,25.24,46.23,12.89,
16544,05/25/2022 20:48:29,24.35,47.03,12.35,
16545,05/25/2022 20:53:29,23.50,50.14,12.54,
16546,05/25/2022 20:58:29,22.73,51.37,12.20,
16547,05/25/2022 21:03:29,22.18,52.68,12.07,
16548,05/25/2022 21:08:29,21.59,53.90,11.87,
16549,05/25/2022 21:13:29,21.16,55.02,11.78,
16550,05/25/2022 21:18:29,20.85,55.83,11.72,
16551,05/25/2022 21:23:29,20.53,57.07,11.75,
16552,05/25/2022 21:28:29,20.36,56.82,11.53,
16553,05/25/2022 21:33:29,20.73,55.04,11.39,
16554,05/25/2022 21:38:29,21.18,53.53,11.39,
16555,05/25/2022 21:43:29,21.46,52.61,11.39,
16556,05/25/2022 21:48:29,21.53,51.47,11.12,
16557,05/25/2022 21:53:29,21.59,50.80,10.98,
16558,05/25/2022 21:58:29,21.32,51.42,10.91,
16559,05/25/2022 22:03:29,20.84,52.59,10.81,
16560,05/25/2022 22:08:29,20.71,52.80,10.75,
16561,05/25/2022 22:13:29,20.54,53.53,10.79,
16562,05/25/2022 22:18:29,20.19,54.41,10.72,
16563,05/25/2022 22:23:29,19.91,55.37,10.72,
16564,05/25/2022 22:28:29,19.82,55.79,10.75,
16565,05/25/2022 22:33:29,19.89,55.59,10.76,
16566,05/25/2022 22:38:29,19.74,55.77,10.67,
16567,05/25/2022 22:43:29,19.61,55.95,10.60,
16568,05/25/2022 22:48:29,19.63,55.66,10.54,
16569,05/25/2022 22:53:29,19.72,55.46,10.57,
16570,05/25/2022 22:58:29,19.63,55.59,10.52,
16571,05/25/2022 23:03:29,19.57,55.97,10.57,
16572,05/25/2022 23:08:29,19.57,56.17,10.62,
16573,05/25/2022 23:13:29,19.37,56.57,10.54,
16574,05/25/2022 23:18:29,19.21,57.12,10.53,
16575,05/25/2022 23:23:29,18.94,58.27,10.58,
16576,05/25/2022 23:28:29,18.86,58.93,10.68,
16577,05/25/2022 23:33:29,18.83,58.72,10.59,
16578,05/25/2022 23:38:29,18.76,58.48,10.46,
16579,05/25/2022 23:43:29,18.59,58.73,10.38,
16580,05/25/2022 23:48:29,18.48,59.12,10.36,
16581,05/25/2022 23:53:29,18.47,59.16,10.36,
16582,05/25/2022 23:58:29,18.38,59.29,10.32,
16583,05/26/2022 00:03:29,18.39,59.22,10.31,
16584,05/26/2022 00:08:29,18.27,59.89,10.37,
16585,05/26/2022 00:13:29,18.06,60.69,10.36,
16586,05/26/2022 00:18:29,17.87,61.00,10.26,
16587,05/26/2022 00:23:29,17.74,61.57,10.27,
16588,05/26/2022 00:28:29,17.64,61.60,10.19,
16589,05/26/2022 00:33:29,17.54,61.83,10.16,
16590,05/26/2022 00:38:29,17.44,62.06,10.11,
16591,05/26/2022 00:43:29,17.37,62.83,10.23,
16592,05/26/2022 00:48:29,17.26,62.55,10.07,
16593,05/26/2022 00:53:29,17.11,63.15,10.07,
16594,05/26/2022 00:58:29,16.95,63.71,10.05,
16595,05/26/2022 01:03:29,16.86,64.07,10.04,
16596,05/26/2022 01:08:29,16.71,64.51,10.00,
16597,05/26/2022 01:13:29,16.63,64.81,10.00,
16598,05/26/2022 01:18:29,16.49,65.16,9.95,
16599,05/26/2022 01:23:29,16.42,65.26,9.90,
16600,05/26/2022 01:28:29,16.33,65.21,9.80,
16601,05/26/2022 01:33:29,16.20,65.48,9.74,
16602,05/26/2022 01:38:29,16.10,65.87,9.73,
16603,05/26/2022 01:43:29,15.95,66.34,9.69,
16604,05/26/2022 01:48:29,15.78,67.11,9.71,
16605,05/26/2022 01:53:29,15.74,67.40,9.73,
16606,05/26/2022 01:58:29,15.66,67.38,9.65,
16607,05/26/2022 02:03:29,15.55,67.41,9.55,
16608,05/26/2022 02:08:29,15.40,67.44,9.42,
16609,05/26/2022 02:13:29,15.26,67.65,9.33,
16610,05/26/2022 02:18:29,15.15,68.25,9.36,
16611,05/26/2022 02:23:29,15.39,67.18,9.35,
16612,05/26/2022 02:28:29,15.43,66.25,9.18,
16613,05/26/2022 02:33:29,15.37,66.17,9.10,
16614,05/26/2022 02:38:29,15.30,66.39,9.09,
16615,05/26/2022 02:43:29,15.07,67.59,9.13,
16616,05/26/2022 02:48:29,14.87,67.81,8.99,
16617,05/26/2022 02:53:29,14.82,67.89,8.96,
16618,05/26/2022 02:58:29,14.82,67.42,8.86,
16619,05/26/2022 03:03:29,14.69,67.08,8.66,
16620,05/26/2022 03:08:29,14.80,66.36,8.60,
16621,05/26/2022 03:13:29,14.84,65.81,8.52,
16622,05/26/2022 03:18:29,14.81,65.62,8.45,
16623,05/26/2022 03:23:29,14.73,65.48,8.34,
16624,05/26/2022 03:28:29,14.83,64.89,8.30,
16625,05/26/2022 03:33:29,14.65,64.91,8.13,
16626,05/26/2022 03:38:29,14.59,64.70,8.04,
16627,05/26/2022 03:43:29,14.39,64.92,7.89,
16628,05/26/2022 03:48:29,14.43,65.13,7.98,
16629,05/26/2022 03:53:29,14.64,63.49,7.80,
16630,05/26/2022 03:58:29,14.73,62.64,7.69,
16631,05/26/2022 04:03:29,14.64,62.63,7.60,
16632,05/26/2022 04:08:29,14.37,63.10,7.46,
16633,05/26/2022 04:13:29,14.04,65.60,7.71,
16634,05/26/2022 04:18:29,13.78,66.42,7.65,
16635,05/26/2022 04:23:29,13.61,66.58,7.52,
16636,05/26/2022 04:28:29,13.33,67.29,7.41,
16637,05/26/2022 04:33:29,13.11,68.34,7.43,
16638,05/26/2022 04:38:29,12.78,69.42,7.34,
16639,05/26/2022 04:43:29,12.29,70.25,7.04,
16640,05/26/2022 04:48:29,11.99,72.83,7.28,
16641,05/26/2022 04:53:29,12.10,73.06,7.43,
16642,05/26/2022 04:58:29,12.40,72.43,7.59,
16643,05/26/2022 05:03:29,12.47,73.08,7.79,
16644,05/26/2022 05:08:29,12.51,72.74,7.77,
16645,05/26/2022 05:13:29,12.61,72.77,7.87,
16646,05/26/2022 05:18:29,12.60,72.54,7.81,
16647,05/26/2022 05:23:29,12.55,72.96,7.84,
16648,05/26/2022 05:28:29,12.45,72.77,7.71,
16649,05/26/2022 05:33:29,12.34,73.99,7.85,
16650,05/26/2022 05:38:29,12.45,74.32,8.02,
16651,05/26/2022 05:43:29,12.57,74.37,8.14,
16652,05/26/2022 05:48:29,12.70,73.87,8.17,
16653,05/26/2022 05:53:29,12.73,74.07,8.24,
16654,05/26/2022 05:58:29,12.86,73.92,8.33,
16655,05/26/2022 06:03:29,12.93,73.98,8.42,
16656,05/26/2022 06:08:29,13.03,74.15,8.54,
16657,05/26/2022 06:13:29,13.11,73.77,8.55,
16658,05/26/2022 06:18:29,13.19,73.75,8.62,
16659,05/26/2022 06:23:29,13.36,73.72,8.78,
16660,05/26/2022 06:28:29,13.70,72.52,8.87,
16661,05/26/2022 06:33:29,13.97,71.98,9.02,
16662,05/26/2022 06:38:29,14.29,71.24,9.17,
16663,05/26/2022 06:43:29,14.65,70.14,9.28,
16664,05/26/2022 06:48:29,15.07,69.15,9.47,
16665,05/26/2022 06:53:29,15.51,68.24,9.69,
16666,05/26/2022 06:58:29,15.97,66.74,9.80,
16667,05/26/2022 07:03:29,16.49,65.13,9.94,
16668,05/26/2022 07:08:29,17.00,63.80,10.11,
16669,05/26/2022 07:13:29,17.49,62.23,10.20,
16670,05/26/2022 07:18:29,18.06,60.35,10.28,
16671,05/26/2022 07:23:29,18.66,59.09,10.53,
16672,05/26/2022 07:28:29,19.32,56.91,10.59,
16673,05/26/2022 07:33:29,19.98,55.58,10.84,
16674,05/26/2022 07:38:29,20.72,53.84,11.05,
16675,05/26/2022 07:43:29,21.43,51.78,11.12,
16676,05/26/2022 07:48:29,22.13,50.63,11.43,
16677,05/26/2022 07:53:29,22.67,49.14,11.47,
16678,05/26/2022 07:58:29,23.00,47.87,11.38,
16679,05/26/2022 08:03:29,23.45,47.02,11.52,
16680,05/26/2022 08:08:29,23.97,45.97,11.65,
16681,05/26/2022 08:13:29,24.25,44.27,11.33,
16682,05/26/2022 08:18:29,24.56,44.97,11.85,
16683,05/26/2022 08:23:29,25.03,43.39,11.73,
16684,05/26/2022 08:28:29,25.27,43.01,11.81,
16685,05/26/2022 08:33:29,25.63,41.65,11.66,
16686,05/26/2022 08:38:29,25.98,40.52,11.55,
16687,05/26/2022 08:43:29,26.36,40.20,11.77,
16688,05/26/2022 08:48:29,26.78,38.56,11.51,
16689,05/26/2022 08:53:29,26.76,39.03,11.68,
16690,05/26/2022 08:58:29,26.87,38.84,11.71,
16691,05/26/2022 09:03:29,27.07,39.18,12.01,
16692,05/26/2022 09:08:29,27.14,38.13,11.67,
16693,05/26/2022 09:13:29,27.21,38.10,11.71,
16694,05/26/2022 09:18:29,27.26,38.92,12.08,
16695,05/26/2022 09:23:29,27.38,38.45,12.00,
16696,05/26/2022 09:28:29,27.30,38.16,11.82,
16697,05/26/2022 09:33:29,27.40,38.07,11.87,
16698,05/26/2022 09:38:29,27.85,37.25,11.94,
16699,05/26/2022 09:43:29,27.86,37.08,11.88,
16700,05/26/2022 09:48:29,27.85,37.83,12.17,
16701,05/26/2022 09:53:29,27.89,37.45,12.06,
16702,05/26/2022 09:58:29,27.55,38.03,11.99,
16703,05/26/2022 10:03:29,27.75,36.95,11.73,
16704,05/26/2022 10:08:29,27.79,37.28,11.89,
16705,05/26/2022 10:13:29,28.14,37.08,12.13,
16706,05/26/2022 10:18:29,28.08,36.30,11.75,
16707,05/26/2022 10:23:29,28.59,36.42,12.25,
16708,05/26/2022 10:28:29,29.11,35.00,12.10,
16709,05/26/2022 10:33:29,29.42,35.28,12.49,
16710,05/26/2022 10:38:29,29.52,34.19,12.11,
16711,05/26/2022 10:43:29,29.74,33.94,12.19,
16712,05/26/2022 10:48:29,29.75,34.26,12.34,
16713,05/26/2022 10:53:29,29.95,35.30,12.98,
16714,05/26/2022 10:58:29,30.13,34.36,12.72,
16715,05/26/2022 11:03:29,30.12,34.71,12.87,
16716,05/26/2022 11:08:29,29.97,33.88,12.37,
16717,05/26/2022 11:13:29,30.11,33.80,12.45,
16718,05/26/2022 11:18:29,30.65,34.01,13.02,
16719,05/26/2022 11:23:29,30.85,31.92,12.23,
16720,05/26/2022 11:28:29,30.62,32.42,12.25,
16721,05/26/2022 11:33:29,30.90,33.05,12.79,
16722,05/26/2022 11:38:29,30.93,32.17,12.41,
16723,05/26/2022 11:43:29,31.18,32.80,12.92,
16724,05/26/2022 11:48:29,31.41,32.77,13.11,
16725,05/26/2022 11:53:29,31.60,31.93,12.88,
16726,05/26/2022 11:58:29,31.94,30.92,12.67,
16727,05/26/2022 12:03:29,32.19,31.02,12.95,
16728,05/26/2022 12:08:29,32.94,30.64,13.41,
16729,05/26/2022 12:13:29,32.70,29.70,12.71,
16730,05/26/2022 12:18:29,32.47,32.17,13.75,
16731,05/26/2022 12:23:29,32.79,31.39,13.65,
16732,05/26/2022 12:28:29,32.35,32.22,13.67,
16733,05/26/2022 12:33:29,32.37,31.08,13.13,
16734,05/26/2022 12:38:29,31.80,31.84,13.00,
16735,05/26/2022 12:43:29,32.75,31.64,13.73,
16736,05/26/2022 12:48:29,32.18,31.99,13.41,
16737,05/26/2022 12:53:29,32.47,32.29,13.80,
16738,05/26/2022 12:58:29,33.71,30.63,14.06,
16739,05/26/2022 13:03:29,34.31,29.75,14.13,
16740,05/26/2022 13:08:29,34.07,28.61,13.32,
16741,05/26/2022 13:13:29,32.42,31.00,13.13,
16742,05/26/2022 13:18:29,32.37,31.45,13.31,
16743,05/26/2022 13:23:29,32.75,31.52,13.67,
16744,05/26/2022 13:28:29,33.34,30.38,13.62,
16745,05/26/2022 13:33:29,33.35,29.13,12.98,
16746,05/26/2022 13:38:29,33.49,28.50,12.77,
16747,05/26/2022 13:43:29,33.13,29.42,12.94,
16748,05/26/2022 13:48:29,33.00,30.18,13.22,
16749,05/26/2022 13:53:29,32.12,29.20,11.96,
16750,05/26/2022 13:58:29,31.86,30.52,12.41,
16751,05/26/2022 14:03:29,31.79,30.85,12.51,
16752,05/26/2022 14:08:29,32.10,31.91,13.30,
16753,05/26/2022 14:13:29,31.85,32.41,13.32,
16754,05/26/2022 14:18:29,31.83,32.86,13.51,
16755,05/26/2022 14:23:29,31.58,32.52,13.14,
16756,05/26/2022 14:28:29,31.79,33.30,13.68,
16757,05/26/2022 14:33:29,31.55,33.05,13.36,
16758,05/26/2022 14:38:29,31.08,34.02,13.39,
16759,05/26/2022 14:43:29,31.23,33.09,13.10,
16760,05/26/2022 14:48:29,32.12,31.05,12.90,
16761,05/26/2022 14:53:29,32.61,30.58,13.09,
16762,05/26/2022 14:58:29,32.54,30.52,12.99,
16763,05/26/2022 15:03:29,32.53,29.41,12.42,
16764,05/26/2022 15:08:29,32.35,31.22,13.18,
16765,05/26/2022 15:13:29,32.58,30.20,12.87,
16766,05/26/2022 15:18:29,32.58,29.91,12.73,
16767,05/26/2022 15:23:29,32.42,30.60,12.93,
16768,05/26/2022 15:28:29,32.79,29.43,12.66,
16769,05/26/2022 15:33:29,32.66,30.20,12.94,
16770,05/26/2022 15:38:29,33.14,29.78,13.14,
16771,05/26/2022 15:43:29,33.26,29.97,13.34,
16772,05/26/2022 15:48:29,33.96,28.74,13.30,
16773,05/26/2022 15:53:29,34.38,28.50,13.53,
16774,05/26/2022 15:58:29,34.84,27.59,13.42,
16775,05/26/2022 16:03:29,34.02,27.81,12.84,
16776,05/26/2022 16:08:29,33.04,29.18,12.74,
16777,05/26/2022 16:13:29,32.07,29.92,12.29,
16778,05/26/2022 16:18:29,31.40,31.09,12.30,
16779,05/26/2022 16:23:29,30.93,32.54,12.58,
16780,05/26/2022 16:28:29,30.27,34.43,12.88,
16781,05/26/2022 16:33:29,29.85,34.69,12.61,
16782,05/26/2022 16:38:29,29.41,35.92,12.76,
16783,05/26/2022 16:43:29,28.71,37.03,12.61,
16784,05/26/2022 16:48:29,28.06,38.57,12.66,
16785,05/26/2022 16:53:29,27.55,39.20,12.45,
16786,05/26/2022 16:58:29,27.12,38.91,11.96,
16787,05/26/2022 17:03:29,26.52,40.97,12.20,
16788,05/26/2022 17:08:29,26.05,41.35,11.92,
16789,05/26/2022 17:13:29,25.78,42.76,12.19,
16790,05/26/2022 17:18:29,25.63,42.34,11.91,
16791,05/26/2022 17:23:29,25.29,43.15,11.88,
16792,05/26/2022 17:28:29,24.90,43.91,11.80,
16793,05/26/2022 17:33:29,24.77,45.38,12.18,
16794,05/26/2022 17:38:29,24.53,45.85,12.11,
16795,05/26/2022 17:43:29,24.38,46.13,12.07,
16796,05/26/2022 17:48:29,24.29,46.10,11.98,
16797,05/26/2022 17:53:29,24.24,45.55,11.75,
16798,05/26/2022 17:58:29,24.12,46.17,11.85,
16799,05/26/2022 18:03:29,24.12,46.75,12.04,
16800,05/26/2022 18:08:29,24.19,48.57,12.69,
16801,05/26/2022 18:13:29,24.08,48.88,12.68,
16802,05/26/2022 18:18:29,23.91,48.29,12.34,
16803,05/26/2022 18:23:29,23.81,48.38,12.28,
16804,05/26/2022 18:28:29,23.70,48.43,12.19,
16805,05/26/2022 18:33:29,23.54,47.77,11.84,
16806,05/26/2022 18:38:29,23.39,47.81,11.72,
16807,05/26/2022 18:43:29,23.32,47.78,11.65,
16808,05/26/2022 18:48:29,23.36,48.82,12.00,
16809,05/26/2022 18:53:29,23.37,48.85,12.02,
16810,05/26/2022 18:58:29,23.26,48.48,11.81,
16811,05/26/2022 19:03:29,23.03,49.49,11.91,
16812,05/26/2022 19:08:29,22.73,50.21,11.86,
16813,05/26/2022 19:13:29,22.39,51.46,11.91,
16814,05/26/2022 19:18:29,22.24,51.37,11.75,
16815,05/26/2022 19:23:29,22.08,52.33,11.88,
16816,05/26/2022 19:28:29,21.77,53.43,11.91,
16817,05/26/2022 19:33:29,21.55,54.11,11.90,
16818,05/26/2022 19:38:29,21.36,53.21,11.47,
